# Processado em: 2025-02-24T19:05:40.160294
,data_da_medicao,niveldagua_m,date,tempo_s
0,29/07/2011,4.57,2011-07-29,365212800.0
1,30/07/2011,4.57,2011-07-30,365299200.0
2,31/07/2011,4.58,2011-07-31,365385600.0
3,01/08/2011,4.58,2011-08-01,365472000.0
4,02/08/2011,4.58,2011-08-02,365558400.0
5,03/08/2011,4.58,2011-08-03,365644800.0
6,04/08/2011,4.58,2011-08-04,365731200.0
7,05/08/2011,4.58,2011-08-05,365817600.0
8,06/08/2011,4.58,2011-08-06,365904000.0
9,07/08/2011,4.59,2011-08-07,365990400.0
10,08/08/2011,4.59,2011-08-08,366076800.0
11,09/08/2011,4.6,2011-08-09,366163200.0
12,10/08/2011,4.6,2011-08-10,366249600.0
13,11/08/2011,4.61,2011-08-11,366336000.0
14,12/08/2011,4.61,2011-08-12,366422400.0
15,13/08/2011,4.62,2011-08-13,366508800.0
16,14/08/2011,4.62,2011-08-14,366595200.0
17,15/08/2011,4.63,2011-08-15,366681600.0
18,16/08/2011,4.63,2011-08-16,366768000.0
19,17/08/2011,4.64,2011-08-17,366854400.0
20,18/08/2011,4.64,2011-08-18,366940800.0
21,19/08/2011,4.65,2011-08-19,367027200.0
22,20/08/2011,4.66,2011-08-20,367113600.0
23,21/08/2011,4.65,2011-08-21,367200000.0
24,22/08/2011,4.65,2011-08-22,367286400.0
25,23/08/2011,4.66,2011-08-23,367372800.0
26,24/08/2011,4.66,2011-08-24,367459200.0
27,25/08/2011,4.66,2011-08-25,367545600.0
28,26/08/2011,4.67,2011-08-26,367632000.0
29,27/08/2011,4.67,2011-08-27,367718400.0
30,28/08/2011,4.68,2011-08-28,367804800.0
31,29/08/2011,4.69,2011-08-29,367891200.0
32,30/08/2011,4.7,2011-08-30,367977600.0
33,31/08/2011,4.7,2011-08-31,368064000.0
34,01/09/2011,4.69,2011-09-01,368150400.0
35,02/09/2011,4.7,2011-09-02,368236800.0
36,03/09/2011,4.7,2011-09-03,368323200.0
37,04/09/2011,4.71,2011-09-04,368409600.0
38,05/09/2011,4.71,2011-09-05,368496000.0
39,06/09/2011,4.72,2011-09-06,368582400.0
40,07/09/2011,4.72,2011-09-07,368668800.0
41,08/09/2011,4.73,2011-09-08,368755200.0
42,09/09/2011,4.73,2011-09-09,368841600.0
43,10/09/2011,4.74,2011-09-10,368928000.0
44,11/09/2011,4.74,2011-09-11,369014400.0
45,12/09/2011,4.74,2011-09-12,369100800.0
46,13/09/2011,4.75,2011-09-13,369187200.0
47,14/09/2011,4.75,2011-09-14,369273600.0
48,15/09/2011,4.76,2011-09-15,369360000.0
49,16/09/2011,4.77,2011-09-16,369446400.0
50,17/09/2011,4.77,2011-09-17,369532800.0
51,18/09/2011,4.78,2011-09-18,369619200.0
52,19/09/2011,4.78,2011-09-19,369705600.0
53,20/09/2011,4.79,2011-09-20,369792000.0
54,21/09/2011,4.79,2011-09-21,369878400.0
55,22/09/2011,4.8,2011-09-22,369964800.0
56,23/09/2011,4.8,2011-09-23,370051200.0
57,24/09/2011,4.81,2011-09-24,370137600.0
58,25/09/2011,4.81,2011-09-25,370224000.0
59,26/09/2011,4.82,2011-09-26,370310400.0
60,27/09/2011,4.82,2011-09-27,370396800.0
61,28/09/2011,4.83,2011-09-28,370483200.0
62,29/09/2011,4.83,2011-09-29,370569600.0
63,30/09/2011,4.84,2011-09-30,370656000.0
64,01/10/2011,4.85,2011-10-01,370742400.0
65,02/10/2011,4.85,2011-10-02,370828800.0
66,03/10/2011,4.84,2011-10-03,370915200.0
67,04/10/2011,4.84,2011-10-04,371001600.0
68,05/10/2011,4.85,2011-10-05,371088000.0
69,06/10/2011,4.85,2011-10-06,371174400.0
70,07/10/2011,4.85,2011-10-07,371260800.0
71,08/10/2011,4.86,2011-10-08,371347200.0
72,09/10/2011,4.86,2011-10-09,371433600.0
73,10/10/2011,4.84,2011-10-10,371520000.0
74,11/10/2011,4.83,2011-10-11,371606400.0
75,12/10/2011,4.83,2011-10-12,371692800.0
76,13/10/2011,4.81,2011-10-13,371779200.0
